812 256 256
119 206 -1 1
121 205 -1 1
120 205 -1 1
119 205 -1 1
118 205 -1 1
117 205 -1 1
121 204 -1 1
120 204 -1 1
119 204 -1 1
118 204 -1 1
117 204 -1 1
116 204 -1 1
122 203 -1 1
121 203 -1 1
120 203 -1 1
119 203 -1 1
118 203 -1 1
117 203 -1 1
116 203 -1 1
122 202 -1 1
121 202 -1 1
120 202 -1 1
119 202 -1 1
118 202 -1 1
117 202 -1 1
116 202 -1 1
115 202 -1 1
121 201 -1 1
120 201 -1 1
119 201 -1 1
118 201 -1 1
117 201 -1 1
116 201 -1 1
115 201 -1 1
121 200 -1 1
120 200 -1 1
119 200 -1 1
118 200 -1 1
117 200 -1 1
116 200 -1 1
115 200 -1 1
121 199 -1 1
120 199 -1 1
119 199 -1 1
118 199 -1 1
117 199 -1 1
116 199 -1 1
115 199 -1 1
114 199 -1 1
120 198 -1 1
119 198 -1 1
118 198 -1 1
117 198 -1 1
116 198 -1 1
115 198 -1 1
114 198 -1 1
120 197 -1 1
119 197 -1 1
118 197 -1 1
117 197 -1 1
116 197 -1 1
115 197 -1 1
114 197 -1 1
113 197 -1 1
119 196 -1 1
118 196 -1 1
117 196 -1 1
116 196 -1 1
115 196 -1 1
114 196 -1 1
113 196 -1 1
119 195 -1 1
118 195 -1 1
117 195 -1 1
116 195 -1 1
115 195 -1 1
114 195 -1 1
113 195 -1 1
119 194 -1 1
118 194 -1 1
117 194 -1 1
116 194 -1 1
115 194 -1 1
114 194 -1 1
113 194 -1 1
119 193 -1 1
118 193 -1 1
117 193 -1 1
116 193 -1 1
115 193 -1 1
114 193 -1 1
113 193 -1 1
112 193 -1 1
118 192 -1 1
117 192 -1 1
116 192 -1 1
115 192 -1 1
114 192 -1 1
113 192 -1 1
112 192 -1 1
111 192 -1 1
118 191 -1 1
117 191 -1 1
116 191 -1 1
115 191 -1 1
114 191 -1 1
113 191 -1 1
112 191 -1 1
111 191 -1 1
117 190 -1 1
116 190 -1 1
115 190 -1 1
114 190 -1 1
113 190 -1 1
112 190 -1 1
111 190 -1 1
110 190 -1 1
117 189 -1 1
116 189 -1 1
115 189 -1 1
114 189 -1 1
113 189 -1 1
112 189 -1 1
111 189 -1 1
110 189 -1 1
116 188 -1 1
115 188 -1 1
114 188 -1 1
113 188 -1 1
112 188 -1 1
111 188 -1 1
110 188 -1 1
109 188 -1 1
115 187 -1 1
114 187 -1 1
113 187 -1 1
112 187 -1 1
111 187 -1 1
