455 256 256
150 97 -1 1
149 97 -1 1
148 97 -1 1
147 97 -1 1
146 97 -1 1
145 97 -1 1
144 97 -1 1
143 97 -1 1
142 97 -1 1
141 97 -1 1
140 97 -1 1
152 96 -1 1
151 96 -1 1
150 96 -1 1
149 96 -1 1
148 96 -1 1
147 96 -1 1
146 96 -1 1
145 96 -1 1
144 96 -1 1
143 96 -1 1
142 96 -1 1
141 96 -1 1
140 96 -1 1
139 96 -1 1
138 96 -1 1
137 96 -1 1
136 96 -1 1
135 96 -1 1
134 96 -1 1
154 95 -1 1
153 95 -1 1
152 95 -1 1
151 95 -1 1
150 95 -1 1
149 95 -1 1
148 95 -1 1
147 95 -1 1
146 95 -1 1
145 95 -1 1
144 95 -1 1
143 95 -1 1
142 95 -1 1
141 95 -1 1
140 95 -1 1
139 95 -1 1
138 95 -1 1
137 95 -1 1
136 95 -1 1
135 95 -1 1
134 95 -1 1
133 95 -1 1
132 95 -1 1
156 94 -1 1
155 94 -1 1
154 94 -1 1
153 94 -1 1
152 94 -1 1
151 94 -1 1
150 94 -1 1
149 94 -1 1
148 94 -1 1
147 94 -1 1
146 94 -1 1
145 94 -1 1
144 94 -1 1
143 94 -1 1
142 94 -1 1
141 94 -1 1
140 94 -1 1
139 94 -1 1
138 94 -1 1
137 94 -1 1
136 94 -1 1
135 94 -1 1
134 94 -1 1
133 94 -1 1
132 94 -1 1
131 94 -1 1
130 94 -1 1
156 93 -1 1
155 93 -1 1
154 93 -1 1
153 93 -1 1
152 93 -1 1
151 93 -1 1
150 93 -1 1
149 93 -1 1
148 93 -1 1
147 93 -1 1
146 93 -1 1
145 93 -1 1
144 93 -1 1
143 93 -1 1
142 93 -1 1
141 93 -1 1
140 93 -1 1
139 93 -1 1
138 93 -1 1
137 93 -1 1
136 93 -1 1
135 93 -1 1
134 93 -1 1
133 93 -1 1
132 93 -1 1
131 93 -1 1
130 93 -1 1
129 93 -1 1
157 92 -1 1
156 92 -1 1
155 92 -1 1
154 92 -1 1
153 92 -1 1
152 92 -1 1
151 92 -1 1
150 92 -1 1
149 92 -1 1
148 92 -1 1
147 92 -1 1
146 92 -1 1
145 92 -1 1
144 92 -1 1
143 92 -1 1
142 92 -1 1
141 92 -1 1
140 92 -1 1
139 92 -1 1
138 92 -1 1
137 92 -1 1
136 92 -1 1
135 92 -1 1
134 92 -1 1
133 92 -1 1
132 92 -1 1
131 92 -1 1
130 92 -1 1
129 92 -1 1
128 92 -1 1
157 91 -1 1
156 91 -1 1
155 91 -1 1
154 91 -1 1
153 91 -1 1
152 91 -1 1
151 91 -1 1
150 91 -1 1
149 91 -1 1
148 91 -1 1
147 91 -1 1
146 91 -1 1
145 91 -1 1
144 91 -1 1
143 91 -1 1
142 91 -1 1
141 91 -1 1
140 91 -1 1
139 91 -1 1
138 91 -1 1
137 91 -1 1
136 91 -1 1
135 91 -1 1
134 91 -1 1
133 91 -1 1
132 91 -1 1
131 91 -1 1
130 91 -1 1
129 91 -1 1
128 91 -1 1
127 91 -1 1
158 90 -1 1
157 90 -1 1
156 90 -1 1
155 90 -1 1
154 90 -1 1
153 90 -1 1
152 90 -1 1
151 90 -1 1
150 90 -1 1
140 90 -1 1
139 90 -1 1
138 90 -1 1
137 90 -1 1
136 90 -1 1
135 90 -1 1
134 90 -1 1
133 90 -1 1
132 90 -1 1
131 90 -1 1
130 90 -1 1
129 90 -1 1
128 90 -1 1
127 90 -1 1
126 90 -1 1
158 89 -1 1
157 89 -1 1
156 89 -1 1
155 89 -1 1
154 89 -1 1
153 89 -1 1
152 89 -1 1
134 89 -1 1
133 89 -1 1
132 89 -1 1
131 89 -1 1
130 89 -1 1
129 89 -1 1
128 89 -1 1
127 89 -1 1
