1068 256 256
124 195 -1 1
126 194 -1 1
125 194 -1 1
124 194 -1 1
123 194 -1 1
122 194 -1 1
121 194 -1 1
126 193 -1 1
125 193 -1 1
124 193 -1 1
123 193 -1 1
122 193 -1 1
121 193 -1 1
120 193 -1 1
119 193 -1 1
127 192 -1 1
126 192 -1 1
125 192 -1 1
124 192 -1 1
123 192 -1 1
122 192 -1 1
121 192 -1 1
120 192 -1 1
119 192 -1 1
118 192 -1 1
117 192 -1 1
127 191 -1 1
126 191 -1 1
125 191 -1 1
124 191 -1 1
123 191 -1 1
122 191 -1 1
121 191 -1 1
120 191 -1 1
119 191 -1 1
118 191 -1 1
117 191 -1 1
116 191 -1 1
115 191 -1 1
126 190 -1 1
125 190 -1 1
124 190 -1 1
123 190 -1 1
122 190 -1 1
121 190 -1 1
120 190 -1 1
119 190 -1 1
118 190 -1 1
117 190 -1 1
116 190 -1 1
115 190 -1 1
114 190 -1 1
126 189 -1 1
125 189 -1 1
124 189 -1 1
123 189 -1 1
122 189 -1 1
121 189 -1 1
120 189 -1 1
119 189 -1 1
118 189 -1 1
117 189 -1 1
116 189 -1 1
115 189 -1 1
114 189 -1 1
113 189 -1 1
124 188 -1 1
123 188 -1 1
122 188 -1 1
121 188 -1 1
120 188 -1 1
119 188 -1 1
118 188 -1 1
117 188 -1 1
116 188 -1 1
115 188 -1 1
114 188 -1 1
113 188 -1 1
112 188 -1 1
122 187 -1 1
121 187 -1 1
120 187 -1 1
119 187 -1 1
118 187 -1 1
117 187 -1 1
116 187 -1 1
115 187 -1 1
114 187 -1 1
113 187 -1 1
112 187 -1 1
111 187 -1 1
120 186 -1 1
119 186 -1 1
118 186 -1 1
117 186 -1 1
116 186 -1 1
115 186 -1 1
114 186 -1 1
113 186 -1 1
112 186 -1 1
111 186 -1 1
110 186 -1 1
118 185 -1 1
117 185 -1 1
116 185 -1 1
115 185 -1 1
114 185 -1 1
113 185 -1 1
112 185 -1 1
111 185 -1 1
110 185 -1 1
109 185 -1 1
117 184 -1 1
116 184 -1 1
115 184 -1 1
114 184 -1 1
113 184 -1 1
112 184 -1 1
111 184 -1 1
110 184 -1 1
109 184 -1 1
108 184 -1 1
116 183 -1 1
115 183 -1 1
114 183 -1 1
113 183 -1 1
112 183 -1 1
111 183 -1 1
110 183 -1 1
109 183 -1 1
108 183 -1 1
107 183 -1 1
115 182 -1 1
114 182 -1 1
113 182 -1 1
112 182 -1 1
111 182 -1 1
110 182 -1 1
109 182 -1 1
108 182 -1 1
107 182 -1 1
106 182 -1 1
105 182 -1 1
114 181 -1 1
113 181 -1 1
112 181 -1 1
111 181 -1 1
110 181 -1 1
109 181 -1 1
108 181 -1 1
107 181 -1 1
106 181 -1 1
105 181 -1 1
104 181 -1 1
103 181 -1 1
113 180 -1 1
112 180 -1 1
111 180 -1 1
110 180 -1 1
109 180 -1 1
108 180 -1 1
107 180 -1 1
106 180 -1 1
105 180 -1 1
104 180 -1 1
103 180 -1 1
112 179 -1 1
111 179 -1 1
110 179 -1 1
109 179 -1 1
108 179 -1 1
107 179 -1 1
106 179 -1 1
105 179 -1 1
104 179 -1 1
103 179 -1 1
102 179 -1 1
111 178 -1 1
110 178 -1 1
109 178 -1 1
108 178 -1 1
107 178 -1 1
106 178 -1 1
105 178 -1 1
