544 256 256
136 161 -1 1
135 161 -1 1
134 161 -1 1
138 160 -1 1
137 160 -1 1
136 160 -1 1
135 160 -1 1
134 160 -1 1
133 160 -1 1
132 160 -1 1
138 159 -1 1
137 159 -1 1
136 159 -1 1
135 159 -1 1
134 159 -1 1
133 159 -1 1
132 159 -1 1
139 158 -1 1
138 158 -1 1
137 158 -1 1
136 158 -1 1
135 158 -1 1
134 158 -1 1
133 158 -1 1
132 158 -1 1
131 158 -1 1
138 157 -1 1
137 157 -1 1
136 157 -1 1
135 157 -1 1
134 157 -1 1
133 157 -1 1
132 157 -1 1
131 157 -1 1
130 157 -1 1
138 156 -1 1
137 156 -1 1
136 156 -1 1
135 156 -1 1
134 156 -1 1
133 156 -1 1
132 156 -1 1
131 156 -1 1
130 156 -1 1
136 155 -1 1
135 155 -1 1
134 155 -1 1
133 155 -1 1
132 155 -1 1
131 155 -1 1
130 155 -1 1
129 155 -1 1
136 154 -1 1
135 154 -1 1
134 154 -1 1
133 154 -1 1
132 154 -1 1
131 154 -1 1
130 154 -1 1
129 154 -1 1
135 153 -1 1
134 153 -1 1
133 153 -1 1
132 153 -1 1
131 153 -1 1
130 153 -1 1
129 153 -1 1
128 153 -1 1
134 152 -1 1
133 152 -1 1
132 152 -1 1
131 152 -1 1
130 152 -1 1
129 152 -1 1
128 152 -1 1
134 151 -1 1
133 151 -1 1
132 151 -1 1
131 151 -1 1
130 151 -1 1
129 151 -1 1
128 151 -1 1
134 150 -1 1
133 150 -1 1
132 150 -1 1
131 150 -1 1
130 150 -1 1
129 150 -1 1
128 150 -1 1
127 150 -1 1
133 149 -1 1
132 149 -1 1
131 149 -1 1
130 149 -1 1
129 149 -1 1
128 149 -1 1
133 148 -1 1
132 148 -1 1
131 148 -1 1
130 148 -1 1
129 148 -1 1
128 148 -1 1
127 148 -1 1
133 147 -1 1
132 147 -1 1
131 147 -1 1
130 147 -1 1
129 147 -1 1
128 147 -1 1
127 147 -1 1
133 146 -1 1
132 146 -1 1
131 146 -1 1
130 146 -1 1
129 146 -1 1
128 146 -1 1
127 146 -1 1
133 145 -1 1
132 145 -1 1
131 145 -1 1
130 145 -1 1
129 145 -1 1
128 145 -1 1
127 145 -1 1
126 145 -1 1
132 144 -1 1
131 144 -1 1
130 144 -1 1
129 144 -1 1
128 144 -1 1
127 144 -1 1
126 144 -1 1
132 143 -1 1
131 143 -1 1
130 143 -1 1
129 143 -1 1
128 143 -1 1
127 143 -1 1
126 143 -1 1
132 142 -1 1
131 142 -1 1
130 142 -1 1
129 142 -1 1
128 142 -1 1
127 142 -1 1
126 142 -1 1
132 141 -1 1
131 141 -1 1
130 141 -1 1
129 141 -1 1
128 141 -1 1
127 141 -1 1
126 141 -1 1
132 140 -1 1
131 140 -1 1
130 140 -1 1
129 140 -1 1
128 140 -1 1
127 140 -1 1
126 140 -1 1
132 139 -1 1
131 139 -1 1
130 139 -1 1
129 139 -1 1
128 139 -1 1
127 139 -1 1
126 139 -1 1
132 138 -1 1
131 138 -1 1
130 138 -1 1
129 138 -1 1
128 138 -1 1
127 138 -1 1
126 138 -1 1
125 138 -1 1
131 137 -1 1
130 137 -1 1
129 137 -1 1
128 137 -1 1
127 137 -1 1
126 137 -1 1
125 137 -1 1
131 136 -1 1
130 136 -1 1
129 136 -1 1
128 136 -1 1
127 136 -1 1
126 136 -1 1
131 135 -1 1
130 135 -1 1
129 135 -1 1
128 135 -1 1
127 135 -1 1
126 135 -1 1
125 135 -1 1
131 134 -1 1
130 134 -1 1
129 134 -1 1
128 134 -1 1
127 134 -1 1
126 134 -1 1
125 134 -1 1
131 133 -1 1
130 133 -1 1
129 133 -1 1
128 133 -1 1
127 133 -1 1
126 133 -1 1
125 133 -1 1
124 133 -1 1
130 132 -1 1
129 132 -1 1
128 132 -1 1
127 132 -1 1
126 132 -1 1
125 132 -1 1
124 132 -1 1
130 131 -1 1
129 131 -1 1
128 131 -1 1
127 131 -1 1
126 131 -1 1
125 131 -1 1
124 131 -1 1
130 130 -1 1
129 130 -1 1
128 130 -1 1
127 130 -1 1
126 130 -1 1
125 130 -1 1
124 130 -1 1
130 129 -1 1
129 129 -1 1
128 129 -1 1
127 129 -1 1
126 129 -1 1
125 129 -1 1
124 129 -1 1
130 128 -1 1
129 128 -1 1
128 128 -1 1
127 128 -1 1
126 128 -1 1
125 128 -1 1
124 128 -1 1
130 127 -1 1
129 127 -1 1
128 127 -1 1
127 127 -1 1
126 127 -1 1
125 127 -1 1
124 127 -1 1
130 126 -1 1
129 126 -1 1
128 126 -1 1
127 126 -1 1
126 126 -1 1
125 126 -1 1
124 126 -1 1
130 125 -1 1
129 125 -1 1
128 125 -1 1
127 125 -1 1
126 125 -1 1
125 125 -1 1
124 125 -1 1
147 124 -1 1
146 124 -1 1
130 124 -1 1
129 124 -1 1
128 124 -1 1
127 124 -1 1
126 124 -1 1
125 124 -1 1
124 124 -1 1
123 124 -1 1
149 123 -1 1
148 123 -1 1
147 123 -1 1
146 123 -1 1
145 123 -1 1
144 123 -1 1
130 123 -1 1
129 123 -1 1
128 123 -1 1
127 123 -1 1
126 123 -1 1
125 123 -1 1
124 123 -1 1
123 123 -1 1
122 123 -1 1
149 122 -1 1
148 122 -1 1
147 122 -1 1
146 122 -1 1
145 122 -1 1
144 122 -1 1
143 122 -1 1
129 122 -1 1
128 122 -1 1
127 122 -1 1
126 122 -1 1
125 122 -1 1
124 122 -1 1
123 122 -1 1
122 122 -1 1
150 121 -1 1
149 121 -1 1
148 121 -1 1
147 121 -1 1
146 121 -1 1
145 121 -1 1
144 121 -1 1
143 121 -1 1
129 121 -1 1
128 121 -1 1
127 121 -1 1
126 121 -1 1
125 121 -1 1
124 121 -1 1
123 121 -1 1
122 121 -1 1
121 121 -1 1
149 120 -1 1
148 120 -1 1
147 120 -1 1
146 120 -1 1
145 120 -1 1
144 120 -1 1
143 120 -1 1
142 120 -1 1
128 120 -1 1
127 120 -1 1
126 120 -1 1
125 120 -1 1
124 120 -1 1
123 120 -1 1
122 120 -1 1
121 120 -1 1
149 119 -1 1
148 119 -1 1
147 119 -1 1
146 119 -1 1
145 119 -1 1
