814 256 256
121 207 -1 1
123 206 -1 1
122 206 -1 1
121 206 -1 1
120 206 -1 1
119 206 -1 1
124 205 -1 1
123 205 -1 1
122 205 -1 1
121 205 -1 1
120 205 -1 1
119 205 -1 1
125 204 -1 1
124 204 -1 1
123 204 -1 1
122 204 -1 1
121 204 -1 1
120 204 -1 1
119 204 -1 1
118 204 -1 1
126 203 -1 1
125 203 -1 1
124 203 -1 1
123 203 -1 1
122 203 -1 1
121 203 -1 1
120 203 -1 1
119 203 -1 1
118 203 -1 1
127 202 -1 1
126 202 -1 1
125 202 -1 1
124 202 -1 1
123 202 -1 1
122 202 -1 1
121 202 -1 1
120 202 -1 1
119 202 -1 1
128 201 -1 1
127 201 -1 1
126 201 -1 1
125 201 -1 1
124 201 -1 1
123 201 -1 1
122 201 -1 1
121 201 -1 1
120 201 -1 1
119 201 -1 1
129 200 -1 1
128 200 -1 1
127 200 -1 1
126 200 -1 1
125 200 -1 1
124 200 -1 1
123 200 -1 1
122 200 -1 1
121 200 -1 1
120 200 -1 1
131 199 -1 1
130 199 -1 1
129 199 -1 1
128 199 -1 1
127 199 -1 1
126 199 -1 1
125 199 -1 1
124 199 -1 1
123 199 -1 1
122 199 -1 1
121 199 -1 1
132 198 -1 1
131 198 -1 1
130 198 -1 1
129 198 -1 1
128 198 -1 1
127 198 -1 1
126 198 -1 1
125 198 -1 1
124 198 -1 1
123 198 -1 1
122 198 -1 1
133 197 -1 1
132 197 -1 1
131 197 -1 1
130 197 -1 1
129 197 -1 1
128 197 -1 1
127 197 -1 1
126 197 -1 1
125 197 -1 1
124 197 -1 1
123 197 -1 1
134 196 -1 1
133 196 -1 1
132 196 -1 1
131 196 -1 1
130 196 -1 1
129 196 -1 1
128 196 -1 1
127 196 -1 1
126 196 -1 1
125 196 -1 1
134 195 -1 1
133 195 -1 1
132 195 -1 1
131 195 -1 1
130 195 -1 1
129 195 -1 1
128 195 -1 1
127 195 -1 1
135 194 -1 1
134 194 -1 1
133 194 -1 1
132 194 -1 1
131 194 -1 1
130 194 -1 1
129 194 -1 1
128 194 -1 1
127 194 -1 1
135 193 -1 1
134 193 -1 1
133 193 -1 1
