566 256 256
118 185 -1 1
117 185 -1 1
120 184 -1 1
119 184 -1 1
118 184 -1 1
117 184 -1 1
116 184 -1 1
115 184 -1 1
122 183 -1 1
121 183 -1 1
120 183 -1 1
119 183 -1 1
118 183 -1 1
117 183 -1 1
116 183 -1 1
115 183 -1 1
123 182 -1 1
122 182 -1 1
121 182 -1 1
120 182 -1 1
119 182 -1 1
118 182 -1 1
117 182 -1 1
116 182 -1 1
115 182 -1 1
114 182 -1 1
123 181 -1 1
122 181 -1 1
121 181 -1 1
120 181 -1 1
119 181 -1 1
118 181 -1 1
117 181 -1 1
116 181 -1 1
115 181 -1 1
125 180 -1 1
124 180 -1 1
123 180 -1 1
122 180 -1 1
121 180 -1 1
120 180 -1 1
119 180 -1 1
118 180 -1 1
117 180 -1 1
116 180 -1 1
115 180 -1 1
126 179 -1 1
125 179 -1 1
124 179 -1 1
123 179 -1 1
122 179 -1 1
121 179 -1 1
120 179 -1 1
119 179 -1 1
118 179 -1 1
117 179 -1 1
116 179 -1 1
128 178 -1 1
127 178 -1 1
126 178 -1 1
125 178 -1 1
124 178 -1 1
123 178 -1 1
122 178 -1 1
121 178 -1 1
120 178 -1 1
119 178 -1 1
118 178 -1 1
128 177 -1 1
127 177 -1 1
126 177 -1 1
125 177 -1 1
124 177 -1 1
123 177 -1 1
122 177 -1 1
121 177 -1 1
120 177 -1 1
119 177 -1 1
129 176 -1 1
128 176 -1 1
127 176 -1 1
126 176 -1 1
125 176 -1 1
124 176 -1 1
123 176 -1 1
122 176 -1 1
121 176 -1 1
120 176 -1 1
129 175 -1 1
128 175 -1 1
127 175 -1 1
126 175 -1 1
125 175 -1 1
124 175 -1 1
123 175 -1 1
122 175 -1 1
121 175 -1 1
129 174 -1 1
128 174 -1 1
127 174 -1 1
126 174 -1 1
125 174 -1 1
124 174 -1 1
123 174 -1 1
122 174 -1 1
121 174 -1 1
130 173 -1 1
129 173 -1 1
128 173 -1 1
127 173 -1 1
126 173 -1 1
125 173 -1 1
124 173 -1 1
123 173 -1 1
130 172 -1 1
129 172 -1 1
128 172 -1 1
127 172 -1 1
126 172 -1 1
125 172 -1 1
124 172 -1 1
130 171 -1 1
129 171 -1 1
128 171 -1 1
127 171 -1 1
126 171 -1 1
125 171 -1 1
124 171 -1 1
137 170 -1 1
136 170 -1 1
135 170 -1 1
134 170 -1 1
133 170 -1 1
132 170 -1 1
131 170 -1 1
130 170 -1 1
129 170 -1 1
128 170 -1 1
127 170 -1 1
126 170 -1 1
125 170 -1 1
139 169 -1 1
138 169 -1 1
137 169 -1 1
136 169 -1 1
135 169 -1 1
134 169 -1 1
133 169 -1 1
132 169 -1 1
131 169 -1 1
130 169 -1 1
129 169 -1 1
128 169 -1 1
127 169 -1 1
126 169 -1 1
125 169 -1 1
139 168 -1 1
138 168 -1 1
137 168 -1 1
136 168 -1 1
135 168 -1 1
134 168 -1 1
133 168 -1 1
132 168 -1 1
131 168 -1 1
130 168 -1 1
129 168 -1 1
128 168 -1 1
127 168 -1 1
126 168 -1 1
125 168 -1 1
140 167 -1 1
139 167 -1 1
138 167 -1 1
137 167 -1 1
136 167 -1 1
135 167 -1 1
134 167 -1 1
133 167 -1 1
132 167 -1 1
131 167 -1 1
130 167 -1 1
129 167 -1 1
128 167 -1 1
127 167 -1 1
126 167 -1 1
125 167 -1 1
140 166 -1 1
139 166 -1 1
138 166 -1 1
137 166 -1 1
136 166 -1 1
135 166 -1 1
134 166 -1 1
133 166 -1 1
132 166 -1 1
131 166 -1 1
130 166 -1 1
129 166 -1 1
128 166 -1 1
127 166 -1 1
126 166 -1 1
140 165 -1 1
139 165 -1 1
138 165 -1 1
137 165 -1 1
136 165 -1 1
135 165 -1 1
134 165 -1 1
133 165 -1 1
132 165 -1 1
131 165 -1 1
130 165 -1 1
129 165 -1 1
128 165 -1 1
127 165 -1 1
126 165 -1 1
139 164 -1 1
138 164 -1 1
137 164 -1 1
136 164 -1 1
135 164 -1 1
134 164 -1 1
133 164 -1 1
132 164 -1 1
131 164 -1 1
130 164 -1 1
129 164 -1 1
128 164 -1 1
127 164 -1 1
140 163 -1 1
139 163 -1 1
138 163 -1 1
137 163 -1 1
136 163 -1 1
135 163 -1 1
134 163 -1 1
133 163 -1 1
132 163 -1 1
131 163 -1 1
130 163 -1 1
129 163 -1 1
139 162 -1 1
138 162 -1 1
137 162 -1 1
136 162 -1 1
135 162 -1 1
134 162 -1 1
133 162 -1 1
132 162 -1 1
139 161 -1 1
