1441 512 512
162 103 -1 1
165 102 -1 1
164 102 -1 1
163 102 -1 1
162 102 -1 1
161 102 -1 1
160 102 -1 1
159 102 -1 1
166 101 -1 1
165 101 -1 1
164 101 -1 1
163 101 -1 1
162 101 -1 1
161 101 -1 1
160 101 -1 1
159 101 -1 1
158 101 -1 1
166 100 -1 1
165 100 -1 1
164 100 -1 1
163 100 -1 1
162 100 -1 1
161 100 -1 1
160 100 -1 1
159 100 -1 1
158 100 -1 1
166 99 -1 1
165 99 -1 1
164 99 -1 1
163 99 -1 1
162 99 -1 1
161 99 -1 1
160 99 -1 1
159 99 -1 1
158 99 -1 1
167 98 -1 1
166 98 -1 1
165 98 -1 1
164 98 -1 1
163 98 -1 1
162 98 -1 1
161 98 -1 1
160 98 -1 1
159 98 -1 1
158 98 -1 1
157 98 -1 1
168 97 -1 1
167 97 -1 1
166 97 -1 1
165 97 -1 1
164 97 -1 1
163 97 -1 1
162 97 -1 1
161 97 -1 1
160 97 -1 1
159 97 -1 1
158 97 -1 1
157 97 -1 1
169 96 -1 1
168 96 -1 1
167 96 -1 1
166 96 -1 1
165 96 -1 1
164 96 -1 1
163 96 -1 1
162 96 -1 1
161 96 -1 1
160 96 -1 1
159 96 -1 1
158 96 -1 1
157 96 -1 1
170 95 -1 1
169 95 -1 1
168 95 -1 1
167 95 -1 1
166 95 -1 1
165 95 -1 1
164 95 -1 1
163 95 -1 1
162 95 -1 1
161 95 -1 1
160 95 -1 1
159 95 -1 1
158 95 -1 1
171 94 -1 1
170 94 -1 1
169 94 -1 1
168 94 -1 1
167 94 -1 1
166 94 -1 1
165 94 -1 1
164 94 -1 1
163 94 -1 1
162 94 -1 1
161 94 -1 1
160 94 -1 1
159 94 -1 1
158 94 -1 1
172 93 -1 1
171 93 -1 1
170 93 -1 1
169 93 -1 1
168 93 -1 1
167 93 -1 1
166 93 -1 1
165 93 -1 1
164 93 -1 1
163 93 -1 1
162 93 -1 1
161 93 -1 1
160 93 -1 1
159 93 -1 1
158 93 -1 1
173 92 -1 1
172 92 -1 1
171 92 -1 1
170 92 -1 1
169 92 -1 1
168 92 -1 1
167 92 -1 1
166 92 -1 1
165 92 -1 1
164 92 -1 1
163 92 -1 1
162 92 -1 1
161 92 -1 1
160 92 -1 1
159 92 -1 1
174 91 -1 1
