285 240 240
110 207 -1 0
109 207 -1 0
112 206 -1 0
111 206 -1 0
110 206 -1 0
109 206 -1 0
108 206 -1 0
107 206 -1 0
114 205 -1 0
113 205 -1 0
112 205 -1 0
111 205 -1 0
110 205 -1 0
109 205 -1 0
108 205 -1 0
107 205 -1 0
116 204 -1 0
115 204 -1 0
114 204 -1 0
113 204 -1 0
112 204 -1 0
111 204 -1 0
110 204 -1 0
109 204 -1 0
108 204 -1 0
107 204 -1 0
106 204 -1 0
118 203 -1 0
117 203 -1 0
116 203 -1 0
115 203 -1 0
114 203 -1 0
113 203 -1 0
112 203 -1 0
111 203 -1 0
110 203 -1 0
109 203 -1 0
108 203 -1 0
107 203 -1 0
120 202 -1 0
119 202 -1 0
118 202 -1 0
117 202 -1 0
116 202 -1 0
115 202 -1 0
114 202 -1 0
113 202 -1 0
112 202 -1 0
111 202 -1 0
110 202 -1 0
109 202 -1 0
108 202 -1 0
107 202 -1 0
121 201 -1 0
120 201 -1 0
119 201 -1 0
118 201 -1 0
117 201 -1 0
116 201 -1 0
115 201 -1 0
114 201 -1 0
113 201 -1 0
112 201 -1 0
111 201 -1 0
110 201 -1 0
109 201 -1 0
108 201 -1 0
123 200 -1 0
122 200 -1 0
121 200 -1 0
120 200 -1 0
119 200 -1 0
118 200 -1 0
117 200 -1 0
116 200 -1 0
115 200 -1 0
114 200 -1 0
113 200 -1 0
112 200 -1 0
111 200 -1 0
110 200 -1 0
123 199 -1 0
122 199 -1 0
121 199 -1 0
120 199 -1 0
119 199 -1 0
118 199 -1 0
117 199 -1 0
116 199 -1 0
115 199 -1 0
114 199 -1 0
113 199 -1 0
112 199 -1 0
124 198 -1 0
123 198 -1 0
122 198 -1 0
121 198 -1 0
120 198 -1 0
119 198 -1 0
118 198 -1 0
117 198 -1 0
116 198 -1 0
115 198 -1 0
114 198 -1 0
113 198 -1 0
124 197 -1 0
123 197 -1 0
122 197 -1 0
121 197 -1 0
120 197 -1 0
119 197 -1 0
118 197 -1 0
117 197 -1 0
116 197 -1 0
115 197 -1 0
123 196 -1 0
122 196 -1 0
121 196 -1 0
120 196 -1 0
119 196 -1 0
118 196 -1 0
117 196 -1 0
123 195 -1 0
122 195 -1 0
121 195 -1 0
120 195 -1 0
119 195 -1 0
121 194 -1 0
114 110 -1 1
113 110 -1 1
112 110 -1 1
111 110 -1 1
116 109 -1 1
115 109 -1 1
114 109 -1 1
113 109 -1 1
112 109 -1 1
111 109 -1 1
110 109 -1 1
109 109 -1 1
108 109 -1 1
107 109 -1 1
106 109 -1 1
105 109 -1 1
104 109 -1 1
103 109 -1 1
102 109 -1 1
101 109 -1 1
116 108 -1 1
115 108 -1 1
114 108 -1 1
113 108 -1 1
112 108 -1 1
111 108 -1 1
110 108 -1 1
109 108 -1 1
108 108 -1 1
107 108 -1 1
106 108 -1 1
105 108 -1 1
104 108 -1 1
103 108 -1 1
102 108 -1 1
101 108 -1 1
100 108 -1 1
99 108 -1 1
117 107 -1 1
116 107 -1 1
115 107 -1 1
114 107 -1 1
113 107 -1 1
112 107 -1 1
111 107 -1 1
110 107 -1 1
109 107 -1 1
108 107 -1 1
107 107 -1 1
106 107 -1 1
105 107 -1 1
104 107 -1 1
103 107 -1 1
102 107 -1 1
101 107 -1 1
100 107 -1 1
99 107 -1 1
98 107 -1 1
97 107 -1 1
96 107 -1 1
116 106 -1 1
115 106 -1 1
114 106 -1 1
113 106 -1 1
112 106 -1 1
111 106 -1 1
110 106 -1 1
109 106 -1 1
108 106 -1 1
107 106 -1 1
106 106 -1 1
105 106 -1 1
104 106 -1 1
103 106 -1 1
102 106 -1 1
101 106 -1 1
100 106 -1 1
99 106 -1 1
98 106 -1 1
97 106 -1 1
96 106 -1 1
95 106 -1 1
94 106 -1 1
116 105 -1 1
115 105 -1 1
114 105 -1 1
113 105 -1 1
112 105 -1 1
111 105 -1 1
110 105 -1 1
109 105 -1 1
108 105 -1 1
107 105 -1 1
106 105 -1 1
105 105 -1 1
104 105 -1 1
103 105 -1 1
102 105 -1 1
101 105 -1 1
100 105 -1 1
99 105 -1 1
98 105 -1 1
97 105 -1 1
96 105 -1 1
95 105 -1 1
94 105 -1 1
114 104 -1 1
113 104 -1 1
112 104 -1 1
111 104 -1 1
110 104 -1 1
109 104 -1 1
108 104 -1 1
107 104 -1 1
106 104 -1 1
105 104 -1 1
104 104 -1 1
103 104 -1 1
102 104 -1 1
101 104 -1 1
100 104 -1 1
99 104 -1 1
98 104 -1 1
97 104 -1 1
96 104 -1 1
95 104 -1 1
94 104 -1 1
93 104 -1 1
111 103 -1 1
110 103 -1 1
109 103 -1 1
108 103 -1 1
107 103 -1 1
106 103 -1 1
105 103 -1 1
104 103 -1 1
103 103 -1 1
102 103 -1 1
101 103 -1 1
100 103 -1 1
99 103 -1 1
98 103 -1 1
97 103 -1 1
96 103 -1 1
95 103 -1 1
94 103 -1 1
101 102 -1 1
100 102 -1 1
99 102 -1 1
98 102 -1 1
97 102 -1 1
96 102 -1 1
95 102 -1 1
94 102 -1 1
99 101 -1 1
97 101 -1 1
96 101 -1 1
