494 240 240
193 153 -1 0
192 153 -1 0
195 152 -1 0
194 152 -1 0
193 152 -1 0
192 152 -1 0
191 152 -1 0
190 152 -1 0
195 151 -1 0
194 151 -1 0
193 151 -1 0
192 151 -1 0
191 151 -1 0
190 151 -1 0
196 150 -1 0
195 150 -1 0
194 150 -1 0
193 150 -1 0
192 150 -1 0
191 150 -1 0
190 150 -1 0
189 150 -1 0
196 149 -1 0
195 149 -1 0
194 149 -1 0
193 149 -1 0
192 149 -1 0
191 149 -1 0
190 149 -1 0
197 148 -1 0
196 148 -1 0
195 148 -1 0
194 148 -1 0
193 148 -1 0
192 148 -1 0
191 148 -1 0
190 148 -1 0
198 147 -1 0
197 147 -1 0
196 147 -1 0
195 147 -1 0
194 147 -1 0
193 147 -1 0
192 147 -1 0
191 147 -1 0
198 146 -1 0
197 146 -1 0
196 146 -1 0
195 146 -1 0
194 146 -1 0
193 146 -1 0
192 146 -1 0
191 146 -1 0
199 145 -1 0
198 145 -1 0
197 145 -1 0
196 145 -1 0
195 145 -1 0
194 145 -1 0
193 145 -1 0
192 145 -1 0
199 144 -1 0
198 144 -1 0
197 144 -1 0
196 144 -1 0
195 144 -1 0
194 144 -1 0
193 144 -1 0
192 144 -1 0
200 143 -1 0
199 143 -1 0
198 143 -1 0
197 143 -1 0
196 143 -1 0
195 143 -1 0
194 143 -1 0
193 143 -1 0
201 142 -1 0
200 142 -1 0
199 142 -1 0
198 142 -1 0
197 142 -1 0
196 142 -1 0
195 142 -1 0
194 142 -1 0
201 141 -1 0
200 141 -1 0
199 141 -1 0
198 141 -1 0
197 141 -1 0
196 141 -1 0
195 141 -1 0
194 141 -1 0
202 140 -1 0
201 140 -1 0
200 140 -1 0
199 140 -1 0
198 140 -1 0
197 140 -1 0
196 140 -1 0
195 140 -1 0
202 139 -1 0
201 139 -1 0
200 139 -1 0
199 139 -1 0
198 139 -1 0
197 139 -1 0
196 139 -1 0
203 138 -1 0
202 138 -1 0
201 138 -1 0
200 138 -1 0
199 138 -1 0
198 138 -1 0
197 138 -1 0
196 138 -1 0
203 137 -1 0
202 137 -1 0
201 137 -1 0
200 137 -1 0
199 137 -1 0
198 137 -1 0
197 137 -1 0
204 136 -1 0
203 136 -1 0
202 136 -1 0
201 136 -1 0
200 136 -1 0
199 136 -1 0
198 136 -1 0
197 136 -1 0
204 135 -1 0
203 135 -1 0
202 135 -1 0
201 135 -1 0
200 135 -1 0
199 135 -1 0
198 135 -1 0
205 134 -1 0
204 134 -1 0
203 134 -1 0
202 134 -1 0
201 134 -1 0
200 134 -1 0
199 134 -1 0
198 134 -1 0
206 133 -1 0
205 133 -1 0
204 133 -1 0
203 133 -1 0
202 133 -1 0
201 133 -1 0
200 133 -1 0
199 133 -1 0
207 132 -1 0
206 132 -1 0
205 132 -1 0
204 132 -1 0
203 132 -1 0
202 132 -1 0
201 132 -1 0
200 132 -1 0
199 132 -1 0
207 131 -1 0
206 131 -1 0
205 131 -1 0
204 131 -1 0
203 131 -1 0
202 131 -1 0
201 131 -1 0
200 131 -1 0
208 130 -1 0
207 130 -1 0
206 130 -1 0
205 130 -1 0
204 130 -1 0
203 130 -1 0
202 130 -1 0
201 130 -1 0
200 130 -1 0
208 129 -1 0
207 129 -1 0
206 129 -1 0
205 129 -1 0
204 129 -1 0
203 129 -1 0
202 129 -1 0
201 129 -1 0
209 128 -1 0
208 128 -1 0
207 128 -1 0
206 128 -1 0
205 128 -1 0
204 128 -1 0
203 128 -1 0
202 128 -1 0
209 127 -1 0
208 127 -1 0
207 127 -1 0
206 127 -1 0
205 127 -1 0
204 127 -1 0
203 127 -1 0
208 126 -1 0
207 126 -1 0
206 126 -1 0
205 126 -1 0
204 126 -1 0
203 126 -1 0
208 125 -1 0
207 125 -1 0
206 125 -1 0
205 125 -1 0
204 125 -1 0
206 124 -1 0
178 68 -1 1
180 67 -1 1
179 67 -1 1
178 67 -1 1
177 67 -1 1
176 67 -1 1
180 66 -1 1
179 66 -1 1
178 66 -1 1
177 66 -1 1
176 66 -1 1
181 65 -1 1
180 65 -1 1
179 65 -1 1
178 65 -1 1
177 65 -1 1
176 65 -1 1
175 65 -1 1
181 64 -1 1
180 64 -1 1
179 64 -1 1
178 64 -1 1
177 64 -1 1
176 64 -1 1
175 64 -1 1
182 63 -1 1
181 63 -1 1
180 63 -1 1
179 63 -1 1
178 63 -1 1
177 63 -1 1
176 63 -1 1
175 63 -1 1
182 62 -1 1
181 62 -1 1
180 62 -1 1
179 62 -1 1
178 62 -1 1
177 62 -1 1
176 62 -1 1
183 61 -1 1
182 61 -1 1
181 61 -1 1
180 61 -1 1
179 61 -1 1
178 61 -1 1
177 61 -1 1
176 61 -1 1
183 60 -1 1
182 60 -1 1
181 60 -1 1
180 60 -1 1
179 60 -1 1
178 60 -1 1
177 60 -1 1
184 59 -1 1
183 59 -1 1
182 59 -1 1
181 59 -1 1
180 59 -1 1
179 59 -1 1
178 59 -1 1
177 59 -1 1
185 58 -1 1
184 58 -1 1
183 58 -1 1
182 58 -1 1
181 58 -1 1
180 58 -1 1
179 58 -1 1
178 58 -1 1
185 57 -1 1
184 57 -1 1
183 57 -1 1
182 57 -1 1
181 57 -1 1
180 57 -1 1
179 57 -1 1
186 56 -1 1
185 56 -1 1
184 56 -1 1
183 56 -1 1
182 56 -1 1
181 56 -1 1
180 56 -1 1
179 56 -1 1
187 55 -1 1
186 55 -1 1
185 55 -1 1
184 55 -1 1
183 55 -1 1
182 55 -1 1
181 55 -1 1
180 55 -1 1
187 54 -1 1
186 54 -1 1
185 54 -1 1
184 54 -1 1
183 54 -1 1
182 54 -1 1
181 54 -1 1
180 54 -1 1
188 53 -1 1
187 53 -1 1
186 53 -1 1
185 53 -1 1
184 53 -1 1
183 53 -1 1
182 53 -1 1
181 53 -1 1
189 52 -1 1
188 52 -1 1
187 52 -1 1
186 52 -1 1
185 52 -1 1
184 52 -1 1
183 52 -1 1
182 52 -1 1
181 52 -1 1
189 51 -1 1
188 51 -1 1
187 51 -1 1
186 51 -1 1
185 51 -1 1
184 51 -1 1
183 51 -1 1
182 51 -1 1
190 50 -1 1
189 50 -1 1
188 50 -1 1
187 50 -1 1
186 50 -1 1
185 50 -1 1
184 50 -1 1
183 50 -1 1
191 49 -1 1
190 49 -1 1
189 49 -1 1
188 49 -1 1
187 49 -1 1
186 49 -1 1
185 49 -1 1
184 49 -1 1
183 49 -1 1
192 48 -1 1
191 48 -1 1
190 48 -1 1
189 48 -1 1
188 48 -1 1
187 48 -1 1
186 48 -1 1
185 48 -1 1
184 48 -1 1
192 47 -1 1
191 47 -1 1
190 47 -1 1
189 47 -1 1
188 47 -1 1
187 47 -1 1
186 47 -1 1
185 47 -1 1
193 46 -1 1
192 46 -1 1
191 46 -1 1
190 46 -1 1
189 46 -1 1
188 46 -1 1
187 46 -1 1
186 46 -1 1
185 46 -1 1
194 45 -1 1
193 45 -1 1
192 45 -1 1
191 45 -1 1
190 45 -1 1
189 45 -1 1
188 45 -1 1
187 45 -1 1
186 45 -1 1
195 44 -1 1
194 44 -1 1
193 44 -1 1
192 44 -1 1
191 44 -1 1
190 44 -1 1
189 44 -1 1
188 44 -1 1
187 44 -1 1
196 43 -1 1
195 43 -1 1
194 43 -1 1
193 43 -1 1
192 43 -1 1
191 43 -1 1
190 43 -1 1
189 43 -1 1
188 43 -1 1
196 42 -1 1
195 42 -1 1
194 42 -1 1
193 42 -1 1
192 42 -1 1
191 42 -1 1
190 42 -1 1
189 42 -1 1
197 41 -1 1
196 41 -1 1
195 41 -1 1
194 41 -1 1
193 41 -1 1
192 41 -1 1
191 41 -1 1
190 41 -1 1
189 41 -1 1
198 40 -1 1
197 40 -1 1
196 40 -1 1
195 40 -1 1
194 40 -1 1
193 40 -1 1
192 40 -1 1
191 40 -1 1
190 40 -1 1
199 39 -1 1
198 39 -1 1
197 39 -1 1
196 39 -1 1
195 39 -1 1
194 39 -1 1
193 39 -1 1
192 39 -1 1
191 39 -1 1
200 38 -1 1
199 38 -1 1
198 38 -1 1
197 38 -1 1
196 38 -1 1
195 38 -1 1
194 38 -1 1
193 38 -1 1
192 38 -1 1
200 37 -1 1
199 37 -1 1
198 37 -1 1
197 37 -1 1
196 37 -1 1
195 37 -1 1
194 37 -1 1
193 37 -1 1
192 37 -1 1
201 36 -1 1
200 36 -1 1
199 36 -1 1
198 36 -1 1
197 36 -1 1
196 36 -1 1
195 36 -1 1
194 36 -1 1
193 36 -1 1
201 35 -1 1
200 35 -1 1
199 35 -1 1
198 35 -1 1
197 35 -1 1
196 35 -1 1
195 35 -1 1
194 35 -1 1
200 34 -1 1
199 34 -1 1
198 34 -1 1
197 34 -1 1
196 34 -1 1
