447 240 240
178 147 -1 0
177 147 -1 0
180 146 -1 0
179 146 -1 0
178 146 -1 0
177 146 -1 0
176 146 -1 0
175 146 -1 0
180 145 -1 0
179 145 -1 0
178 145 -1 0
177 145 -1 0
176 145 -1 0
175 145 -1 0
174 145 -1 0
181 144 -1 0
180 144 -1 0
179 144 -1 0
178 144 -1 0
177 144 -1 0
176 144 -1 0
175 144 -1 0
174 144 -1 0
180 143 -1 0
179 143 -1 0
178 143 -1 0
177 143 -1 0
176 143 -1 0
175 143 -1 0
174 143 -1 0
173 143 -1 0
180 142 -1 0
179 142 -1 0
178 142 -1 0
177 142 -1 0
176 142 -1 0
175 142 -1 0
174 142 -1 0
173 142 -1 0
172 142 -1 0
171 142 -1 0
179 141 -1 0
178 141 -1 0
177 141 -1 0
176 141 -1 0
175 141 -1 0
174 141 -1 0
173 141 -1 0
172 141 -1 0
171 141 -1 0
178 140 -1 0
177 140 -1 0
176 140 -1 0
175 140 -1 0
174 140 -1 0
173 140 -1 0
172 140 -1 0
171 140 -1 0
170 140 -1 0
178 139 -1 0
177 139 -1 0
176 139 -1 0
175 139 -1 0
174 139 -1 0
173 139 -1 0
172 139 -1 0
171 139 -1 0
170 139 -1 0
177 138 -1 0
176 138 -1 0
175 138 -1 0
174 138 -1 0
173 138 -1 0
172 138 -1 0
171 138 -1 0
170 138 -1 0
169 138 -1 0
175 137 -1 0
174 137 -1 0
173 137 -1 0
172 137 -1 0
171 137 -1 0
170 137 -1 0
169 137 -1 0
175 136 -1 0
174 136 -1 0
173 136 -1 0
172 136 -1 0
171 136 -1 0
170 136 -1 0
169 136 -1 0
175 135 -1 0
174 135 -1 0
173 135 -1 0
172 135 -1 0
171 135 -1 0
170 135 -1 0
169 135 -1 0
168 135 -1 0
174 134 -1 0
173 134 -1 0
172 134 -1 0
171 134 -1 0
170 134 -1 0
169 134 -1 0
168 134 -1 0
174 133 -1 0
173 133 -1 0
172 133 -1 0
171 133 -1 0
170 133 -1 0
169 133 -1 0
168 133 -1 0
167 133 -1 0
173 132 -1 0
172 132 -1 0
171 132 -1 0
170 132 -1 0
169 132 -1 0
168 132 -1 0
167 132 -1 0
173 131 -1 0
172 131 -1 0
171 131 -1 0
170 131 -1 0
169 131 -1 0
168 131 -1 0
167 131 -1 0
166 131 -1 0
172 130 -1 0
171 130 -1 0
170 130 -1 0
169 130 -1 0
168 130 -1 0
167 130 -1 0
166 130 -1 0
172 129 -1 0
171 129 -1 0
170 129 -1 0
169 129 -1 0
168 129 -1 0
167 129 -1 0
166 129 -1 0
165 129 -1 0
171 128 -1 0
170 128 -1 0
169 128 -1 0
168 128 -1 0
167 128 -1 0
166 128 -1 0
165 128 -1 0
171 127 -1 0
