555 240 240
144 205 -1 0
146 204 -1 0
145 204 -1 0
144 204 -1 0
143 204 -1 0
142 204 -1 0
146 203 -1 0
145 203 -1 0
144 203 -1 0
143 203 -1 0
142 203 -1 0
147 202 -1 0
146 202 -1 0
145 202 -1 0
144 202 -1 0
143 202 -1 0
142 202 -1 0
141 202 -1 0
147 201 -1 0
146 201 -1 0
145 201 -1 0
144 201 -1 0
143 201 -1 0
142 201 -1 0
141 201 -1 0
147 200 -1 0
146 200 -1 0
145 200 -1 0
144 200 -1 0
143 200 -1 0
142 200 -1 0
141 200 -1 0
147 199 -1 0
146 199 -1 0
145 199 -1 0
144 199 -1 0
143 199 -1 0
142 199 -1 0
141 199 -1 0
147 198 -1 0
146 198 -1 0
145 198 -1 0
144 198 -1 0
143 198 -1 0
142 198 -1 0
141 198 -1 0
147 197 -1 0
146 197 -1 0
145 197 -1 0
144 197 -1 0
143 197 -1 0
142 197 -1 0
141 197 -1 0
148 196 -1 0
147 196 -1 0
146 196 -1 0
145 196 -1 0
144 196 -1 0
143 196 -1 0
142 196 -1 0
148 195 -1 0
147 195 -1 0
146 195 -1 0
145 195 -1 0
144 195 -1 0
143 195 -1 0
142 195 -1 0
149 194 -1 0
148 194 -1 0
147 194 -1 0
146 194 -1 0
145 194 -1 0
144 194 -1 0
143 194 -1 0
142 194 -1 0
149 193 -1 0
148 193 -1 0
147 193 -1 0
146 193 -1 0
145 193 -1 0
144 193 -1 0
143 193 -1 0
149 192 -1 0
148 192 -1 0
147 192 -1 0
146 192 -1 0
145 192 -1 0
144 192 -1 0
143 192 -1 0
150 191 -1 0
149 191 -1 0
148 191 -1 0
147 191 -1 0
146 191 -1 0
145 191 -1 0
144 191 -1 0
150 190 -1 0
149 190 -1 0
148 190 -1 0
147 190 -1 0
146 190 -1 0
145 190 -1 0
144 190 -1 0
151 189 -1 0
150 189 -1 0
149 189 -1 0
148 189 -1 0
147 189 -1 0
146 189 -1 0
145 189 -1 0
151 188 -1 0
150 188 -1 0
149 188 -1 0
148 188 -1 0
147 188 -1 0
146 188 -1 0
145 188 -1 0
152 187 -1 0
151 187 -1 0
150 187 -1 0
149 187 -1 0
148 187 -1 0
147 187 -1 0
146 187 -1 0
145 187 -1 0
152 186 -1 0
151 186 -1 0
150 186 -1 0
149 186 -1 0
148 186 -1 0
147 186 -1 0
146 186 -1 0
152 185 -1 0
151 185 -1 0
150 185 -1 0
149 185 -1 0
148 185 -1 0
147 185 -1 0
146 185 -1 0
153 184 -1 0
152 184 -1 0
151 184 -1 0
150 184 -1 0
149 184 -1 0
148 184 -1 0
147 184 -1 0
153 183 -1 0
152 183 -1 0
151 183 -1 0
150 183 -1 0
149 183 -1 0
148 183 -1 0
147 183 -1 0
154 182 -1 0
153 182 -1 0
152 182 -1 0
151 182 -1 0
150 182 -1 0
149 182 -1 0
148 182 -1 0
147 182 -1 0
154 181 -1 0
153 181 -1 0
152 181 -1 0
151 181 -1 0
150 181 -1 0
149 181 -1 0
148 181 -1 0
155 180 -1 0
154 180 -1 0
153 180 -1 0
152 180 -1 0
151 180 -1 0
150 180 -1 0
149 180 -1 0
148 180 -1 0
155 179 -1 0
154 179 -1 0
153 179 -1 0
152 179 -1 0
151 179 -1 0
150 179 -1 0
149 179 -1 0
156 178 -1 0
155 178 -1 0
154 178 -1 0
153 178 -1 0
152 178 -1 0
151 178 -1 0
150 178 -1 0
157 177 -1 0
156 177 -1 0
155 177 -1 0
154 177 -1 0
153 177 -1 0
152 177 -1 0
151 177 -1 0
150 177 -1 0
157 176 -1 0
156 176 -1 0
155 176 -1 0
154 176 -1 0
153 176 -1 0
152 176 -1 0
151 176 -1 0
158 175 -1 0
157 175 -1 0
156 175 -1 0
155 175 -1 0
154 175 -1 0
153 175 -1 0
152 175 -1 0
151 175 -1 0
158 174 -1 0
157 174 -1 0
156 174 -1 0
155 174 -1 0
154 174 -1 0
153 174 -1 0
152 174 -1 0
159 173 -1 0
158 173 -1 0
157 173 -1 0
156 173 -1 0
155 173 -1 0
154 173 -1 0
153 173 -1 0
152 173 -1 0
159 172 -1 0
158 172 -1 0
157 172 -1 0
156 172 -1 0
155 172 -1 0
154 172 -1 0
153 172 -1 0
160 171 -1 0
159 171 -1 0
158 171 -1 0
157 171 -1 0
156 171 -1 0
155 171 -1 0
154 171 -1 0
153 171 -1 0
160 170 -1 0
159 170 -1 0
158 170 -1 0
157 170 -1 0
156 170 -1 0
155 170 -1 0
154 170 -1 0
159 169 -1 0
158 169 -1 0
157 169 -1 0
156 169 -1 0
155 169 -1 0
154 169 -1 0
159 168 -1 0
158 168 -1 0
157 168 -1 0
156 168 -1 0
155 168 -1 0
157 167 -1 0
172 26 -1 1
174 25 -1 1
173 25 -1 1
172 25 -1 1
171 25 -1 1
170 25 -1 1
175 24 -1 1
174 24 -1 1
173 24 -1 1
172 24 -1 1
171 24 -1 1
170 24 -1 1
177 23 -1 1
176 23 -1 1
175 23 -1 1
174 23 -1 1
173 23 -1 1
172 23 -1 1
171 23 -1 1
170 23 -1 1
169 23 -1 1
179 22 -1 1
178 22 -1 1
177 22 -1 1
176 22 -1 1
175 22 -1 1
174 22 -1 1
173 22 -1 1
172 22 -1 1
171 22 -1 1
170 22 -1 1
169 22 -1 1
180 21 -1 1
179 21 -1 1
178 21 -1 1
177 21 -1 1
176 21 -1 1
175 21 -1 1
174 21 -1 1
173 21 -1 1
172 21 -1 1
171 21 -1 1
170 21 -1 1
182 20 -1 1
181 20 -1 1
180 20 -1 1
179 20 -1 1
178 20 -1 1
177 20 -1 1
176 20 -1 1
175 20 -1 1
174 20 -1 1
173 20 -1 1
172 20 -1 1
171 20 -1 1
170 20 -1 1
185 19 -1 1
184 19 -1 1
183 19 -1 1
182 19 -1 1
181 19 -1 1
180 19 -1 1
179 19 -1 1
178 19 -1 1
177 19 -1 1
176 19 -1 1
175 19 -1 1
174 19 -1 1
173 19 -1 1
172 19 -1 1
187 18 -1 1
186 18 -1 1
185 18 -1 1
184 18 -1 1
183 18 -1 1
182 18 -1 1
181 18 -1 1
180 18 -1 1
179 18 -1 1
178 18 -1 1
177 18 -1 1
176 18 -1 1
175 18 -1 1
174 18 -1 1
173 18 -1 1
191 17 -1 1
190 17 -1 1
189 17 -1 1
188 17 -1 1
187 17 -1 1
186 17 -1 1
185 17 -1 1
184 17 -1 1
183 17 -1 1
182 17 -1 1
181 17 -1 1
180 17 -1 1
179 17 -1 1
178 17 -1 1
177 17 -1 1
176 17 -1 1
175 17 -1 1
194 16 -1 1
193 16 -1 1
192 16 -1 1
191 16 -1 1
190 16 -1 1
189 16 -1 1
188 16 -1 1
187 16 -1 1
186 16 -1 1
185 16 -1 1
184 16 -1 1
183 16 -1 1
182 16 -1 1
181 16 -1 1
180 16 -1 1
179 16 -1 1
178 16 -1 1
177 16 -1 1
197 15 -1 1
196 15 -1 1
195 15 -1 1
194 15 -1 1
193 15 -1 1
192 15 -1 1
191 15 -1 1
190 15 -1 1
189 15 -1 1
188 15 -1 1
187 15 -1 1
186 15 -1 1
185 15 -1 1
184 15 -1 1
183 15 -1 1
182 15 -1 1
181 15 -1 1
180 15 -1 1
179 15 -1 1
178 15 -1 1
200 14 -1 1
199 14 -1 1
198 14 -1 1
197 14 -1 1
196 14 -1 1
195 14 -1 1
194 14 -1 1
193 14 -1 1
192 14 -1 1
191 14 -1 1
190 14 -1 1
189 14 -1 1
188 14 -1 1
187 14 -1 1
186 14 -1 1
185 14 -1 1
184 14 -1 1
183 14 -1 1
182 14 -1 1
181 14 -1 1
180 14 -1 1
202 13 -1 1
201 13 -1 1
200 13 -1 1
199 13 -1 1
198 13 -1 1
197 13 -1 1
196 13 -1 1
195 13 -1 1
194 13 -1 1
193 13 -1 1
192 13 -1 1
191 13 -1 1
190 13 -1 1
189 13 -1 1
188 13 -1 1
187 13 -1 1
186 13 -1 1
185 13 -1 1
184 13 -1 1
183 13 -1 1
182 13 -1 1
205 12 -1 1
204 12 -1 1
203 12 -1 1
202 12 -1 1
201 12 -1 1
200 12 -1 1
199 12 -1 1
198 12 -1 1
197 12 -1 1
196 12 -1 1
195 12 -1 1
194 12 -1 1
193 12 -1 1
192 12 -1 1
191 12 -1 1
190 12 -1 1
189 12 -1 1
188 12 -1 1
187 12 -1 1
186 12 -1 1
185 12 -1 1
207 11 -1 1
206 11 -1 1
205 11 -1 1
204 11 -1 1
203 11 -1 1
202 11 -1 1
201 11 -1 1
200 11 -1 1
199 11 -1 1
198 11 -1 1
197 11 -1 1
196 11 -1 1
195 11 -1 1
194 11 -1 1
193 11 -1 1
192 11 -1 1
191 11 -1 1
190 11 -1 1
189 11 -1 1
188 11 -1 1
187 11 -1 1
209 10 -1 1
208 10 -1 1
207 10 -1 1
206 10 -1 1
205 10 -1 1
204 10 -1 1
203 10 -1 1
202 10 -1 1
201 10 -1 1
200 10 -1 1
199 10 -1 1
198 10 -1 1
197 10 -1 1
196 10 -1 1
195 10 -1 1
194 10 -1 1
193 10 -1 1
192 10 -1 1
191 10 -1 1
209 9 -1 1
208 9 -1 1
207 9 -1 1
206 9 -1 1
205 9 -1 1
204 9 -1 1
203 9 -1 1
202 9 -1 1
201 9 -1 1
200 9 -1 1
199 9 -1 1
198 9 -1 1
197 9 -1 1
196 9 -1 1
195 9 -1 1
194 9 -1 1
210 8 -1 1
209 8 -1 1
208 8 -1 1
207 8 -1 1
206 8 -1 1
205 8 -1 1
204 8 -1 1
203 8 -1 1
202 8 -1 1
201 8 -1 1
200 8 -1 1
199 8 -1 1
198 8 -1 1
209 7 -1 1
208 7 -1 1
207 7 -1 1
206 7 -1 1
205 7 -1 1
204 7 -1 1
203 7 -1 1
202 7 -1 1
201 7 -1 1
200 7 -1 1
209 6 -1 1
208 6 -1 1
207 6 -1 1
206 6 -1 1
205 6 -1 1
204 6 -1 1
203 6 -1 1
202 6 -1 1
207 5 -1 1
206 5 -1 1
205 5 -1 1
