287 240 240
151 164 -1 0
152 163 -1 0
151 163 -1 0
152 162 -1 0
151 162 -1 0
150 162 -1 0
153 161 -1 0
152 161 -1 0
151 161 -1 0
150 161 -1 0
154 160 -1 0
153 160 -1 0
152 160 -1 0
151 160 -1 0
150 160 -1 0
149 160 -1 0
152 159 -1 0
151 159 -1 0
150 159 -1 0
149 159 -1 0
152 158 -1 0
151 158 -1 0
150 158 -1 0
149 158 -1 0
148 158 -1 0
151 157 -1 0
150 157 -1 0
149 157 -1 0
148 157 -1 0
147 157 -1 0
152 156 -1 0
151 156 -1 0
150 156 -1 0
149 156 -1 0
148 156 -1 0
147 156 -1 0
152 155 -1 0
151 155 -1 0
150 155 -1 0
149 155 -1 0
148 155 -1 0
147 155 -1 0
146 155 -1 0
152 154 -1 0
151 154 -1 0
150 154 -1 0
149 154 -1 0
148 154 -1 0
147 154 -1 0
146 154 -1 0
145 154 -1 0
152 153 -1 0
151 153 -1 0
150 153 -1 0
149 153 -1 0
148 153 -1 0
147 153 -1 0
146 153 -1 0
145 153 -1 0
151 152 -1 0
150 152 -1 0
149 152 -1 0
148 152 -1 0
147 152 -1 0
146 152 -1 0
145 152 -1 0
144 152 -1 0
150 151 -1 0
149 151 -1 0
148 151 -1 0
147 151 -1 0
146 151 -1 0
145 151 -1 0
150 150 -1 0
149 150 -1 0
148 150 -1 0
147 150 -1 0
146 150 -1 0
145 150 -1 0
148 149 -1 0
147 149 -1 0
163 128 -1 1
165 127 -1 1
164 127 -1 1
163 127 -1 1
162 127 -1 1
161 127 -1 1
165 126 -1 1
164 126 -1 1
163 126 -1 1
162 126 -1 1
161 126 -1 1
166 125 -1 1
165 125 -1 1
164 125 -1 1
163 125 -1 1
162 125 -1 1
161 125 -1 1
160 125 -1 1
166 124 -1 1
165 124 -1 1
164 124 -1 1
163 124 -1 1
162 124 -1 1
161 124 -1 1
160 124 -1 1
166 123 -1 1
165 123 -1 1
164 123 -1 1
163 123 -1 1
162 123 -1 1
161 123 -1 1
160 123 -1 1
165 122 -1 1
164 122 -1 1
163 122 -1 1
162 122 -1 1
161 122 -1 1
160 122 -1 1
159 122 -1 1
165 121 -1 1
164 121 -1 1
163 121 -1 1
162 121 -1 1
161 121 -1 1
160 121 -1 1
159 121 -1 1
165 120 -1 1
164 120 -1 1
163 120 -1 1
162 120 -1 1
161 120 -1 1
160 120 -1 1
159 120 -1 1
158 120 -1 1
164 119 -1 1
163 119 -1 1
162 119 -1 1
161 119 -1 1
160 119 -1 1
159 119 -1 1
158 119 -1 1
157 119 -1 1
164 118 -1 1
163 118 -1 1
162 118 -1 1
161 118 -1 1
160 118 -1 1
159 118 -1 1
158 118 -1 1
157 118 -1 1
163 117 -1 1
162 117 -1 1
161 117 -1 1
160 117 -1 1
159 117 -1 1
158 117 -1 1
157 117 -1 1
156 117 -1 1
163 116 -1 1
162 116 -1 1
161 116 -1 1
160 116 -1 1
159 116 -1 1
158 116 -1 1
157 116 -1 1
156 116 -1 1
162 115 -1 1
161 115 -1 1
160 115 -1 1
159 115 -1 1
158 115 -1 1
157 115 -1 1
156 115 -1 1
155 115 -1 1
161 114 -1 1
160 114 -1 1
159 114 -1 1
158 114 -1 1
157 114 -1 1
156 114 -1 1
155 114 -1 1
154 114 -1 1
161 113 -1 1
160 113 -1 1
159 113 -1 1
158 113 -1 1
157 113 -1 1
156 113 -1 1
155 113 -1 1
154 113 -1 1
160 112 -1 1
159 112 -1 1
158 112 -1 1
157 112 -1 1
156 112 -1 1
155 112 -1 1
154 112 -1 1
153 112 -1 1
160 111 -1 1
159 111 -1 1
158 111 -1 1
157 111 -1 1
156 111 -1 1
155 111 -1 1
154 111 -1 1
153 111 -1 1
152 111 -1 1
159 110 -1 1
158 110 -1 1
157 110 -1 1
156 110 -1 1
155 110 -1 1
154 110 -1 1
153 110 -1 1
152 110 -1 1
158 109 -1 1
157 109 -1 1
156 109 -1 1
155 109 -1 1
154 109 -1 1
153 109 -1 1
152 109 -1 1
151 109 -1 1
158 108 -1 1
157 108 -1 1
156 108 -1 1
155 108 -1 1
154 108 -1 1
153 108 -1 1
152 108 -1 1
151 108 -1 1
157 107 -1 1
156 107 -1 1
155 107 -1 1
154 107 -1 1
153 107 -1 1
152 107 -1 1
151 107 -1 1
150 107 -1 1
156 106 -1 1
155 106 -1 1
154 106 -1 1
153 106 -1 1
152 106 -1 1
151 106 -1 1
150 106 -1 1
156 105 -1 1
155 105 -1 1
154 105 -1 1
153 105 -1 1
152 105 -1 1
151 105 -1 1
150 105 -1 1
149 105 -1 1
155 104 -1 1
154 104 -1 1
153 104 -1 1
152 104 -1 1
151 104 -1 1
150 104 -1 1
149 104 -1 1
155 103 -1 1
154 103 -1 1
153 103 -1 1
152 103 -1 1
151 103 -1 1
150 103 -1 1
149 103 -1 1
155 102 -1 1
154 102 -1 1
153 102 -1 1
152 102 -1 1
151 102 -1 1
150 102 -1 1
149 102 -1 1
154 101 -1 1
153 101 -1 1
152 101 -1 1
151 101 -1 1
150 101 -1 1
154 100 -1 1
153 100 -1 1
152 100 -1 1
151 100 -1 1
150 100 -1 1
152 99 -1 1
